comment,label
- আচ্ছা সনাতন ধর্মের বয়স কত হয়েছে?|এবং সনাতন ধর্মের নেতা কে?|সঠিক তথ্য তুলে ধরুন,religious
একমাত্র মনোনীত র ধর্ম হচ্ছে ইসলাম,religious
"যতই চিল্লায় বলেন, কোনো কাজ হবে না। ধর্ম আলোচনায় আপনি একটি কথাও হিন্দু ধর্মের গীতা বা বেদ থেকে কোনো আলোচনা ছাড়াই নিজের মনগড়া কথা আলোচনা করছেন। এতে কি শিক্ষা আছে। বেদ বা গীতা থেকে কোনো যুক্তি, বিশ্লেষণ তিনি উপস্থাপন করতে পারে না। নিজের ধর্ম নিয়ে তিনি পড়া লেখা না করে মুসলমানদের নিয়ে ক্ষীপ্রতা দেখাচ্ছে।|পন্ডিত যদি কোরআন নিয়ে গবেষণা করে তাহলে উনি মানুষিক ভাবে বেশ সাবলীল হবে এমন কি কোরানের অলৌকিক ভাষার উচুমানের সাহিত্য পড়ে তিনি তাজ্জব বনে যাবেন।|কারন কোরআন হলো আসমানী কিতাব অর্থাৎ সত্য মিথ্যার পার্থক্যকারী মহাগ্রন্থের মহাগ্রন্থ।",religious
"ধর্ম হচ্ছে,নিজস্ব,সত্তা, কিন্তু, নিজের অবস্থান দেখুন,কথ মেয়ে, ছোট ছোট কাপড় চোপড় ব্যবহার করছে,এটা বন্ধ করতে পারোনা, ধর্ম ধর্ম করছো।",religious
সব মানুষ মুসলিম হয়ে জন্মাই মাহাওয়া বাবাআদম থেকে তাঁর মা বাবার কারণ বিরুদ্ধী ধর্মালম্বীতে পরিণত হয়ে যায়,religious
হরেকৃষ্ণ হরেকৃষ্ণ কৃষ্ণ কৃষ্ণ হরে হরে হরে রাম হরে রাম রাম রাম হরে হরে শান্তির ধর্ম সনাতন ধর্ম কি নাই সনাতন ধর্ম চেয়ে দেখো সবকিছু আছে সনাতন ধর্ম হরেকৃষ্ণ অনেক সাধনার পরে আমি সনাতন ধর্ম পেয়েছি হরে কৃষ্ণ জয় গীতা,religious
প্রকৃত তত্ত্ব|কোন ধর্ম্মাবলম্বী বিপথগামী নহে,religious
তুমি সেই রবের ইবাদত কর যিনি তোমাকে সৃষ্টি করেছেন এবং যার কাছে তোমাকে ফিরতে হবে সূরা ইয়াসিন আয়াত ২২!,religious
হরে কৃষ্ণ সনাতন মানে চিরন্তর সত্যা। আর সনাতন ধর্ম থেকে ইসলাম ধর্ম সৃষ্টি ।,religious
আমি গর্বিত যে আমি মুসলিম|পৃথিবীতে ইসলামের চাইতো শ্রেস্ত ধর্ম আর কোথাও নেই,religious
لا اله الا الله محمد رسول اللهসবাইকে নামাজ ও কালিমার দাওয়াত দিয়ে গেলাম লা ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুলুল্লাহ,religious
সনাতন পুরানো ধর্ম আছে থাকবে শান্তির ধর্ম যে যতই চিল্লা যে যতই পেছনে পড়ুক না কেন শান্তি ধর্ম সনাতন ধর্ম। বাঘের সব ধর্ম পচা,religious
আল্লাহ ছাড়া কোনো মাবুদ নাই। আল্লাহ এক অদ্বিতীয়।লা ইলাহা ইল্লাল্লাহ মুহাম্মদুর রাসুলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম,religious
রাধে রাধে রাধে রাধে রাধে রাধে রাধে রাধে রাধে রাধে রাধেহরে কৃষ্ণ হরে কৃষ্ণ কৃষ্ণ কৃষ্ণ হরে হরে হরে রাম হরে রাম রাম রাম হরে হরে,religious
সবাইকে একটা কথা বলি সবাই সবার ধর্ম ঠিক রাখুন এবং অন্যান্য ধর্ম প্রতি সম্মান দেখান আর আমি জানি প্রতিটি ইমানদার মুসলিম‌ই অন্যর ধর্ম কে সন্মান করে কারন আমাদের ধর্ম শিখিয়েছে শান্তি শৃংখলা শ্রদ্ধাবোধ করা প্রতিটি মানুষকে ও ধর্ম কে আর যারা ধর্ম নিয়ে বাড়াবাড়ি করে তাড়া ধর্মের মর্মম বোঝে না,religious
লা ইলাহাইল্লাল্লাহু মুহাম্মদুর রসুলুল্লাহ আল্লাহু আকবার ইসলাম শান্তির ধর্ম,religious
হরে কৃষ্ণ হরে কৃষ্ণ কৃষ্ণ কৃষ্ণ হরে হরে রামো হরে রামো রাম রাম রাম হরে হরে হরে কৃষ্ণ হরে কৃষ্ণ হরে কৃষ্ণ হরে রাম হরে রাম রাম রাম হরে হরে জয় সনাতন ধর্মের জয়,religious
হরে কৃষ্ণ জয় রাঁধে রাঁধে জয় শ্রী রাম জয় গীতা জয় গুরু দেব জয় সনাতন,religious
একমাত্র সনাতন ধর্ম আসল যার জন্ম হয়নি ধংস ও হবে না,religious
"এদের ১২ মাসে ১৩ জন খোদা ৩৩ কোটি দেব দেবি তুলশী গাছের পাতা ৬৪ কোটি ভগবান একত্য মনপৎসাত সৃষ্টিকর্তা এক """"আল্লাহ""""|ভগবান লিখতে ৪ শব্দ তেমনই আমার আল্লাহ লিখতে ৪ শব্দ|ভগবান এর ভ বাদদিলে থাকে গবান এর অর্থ ডিকশনারি খুলে দেখি গোবর এতো অপবিত্র।|গবান এর গ বাদদিলে থাকে বান এর অর্থ ডিকশনারি খুলে দেখি বাকনা বা বান মনে ছোট বাছুর বা গরুর ওলান।|বান থেকে জখন বা বাদ দিয় তখন থাকে ন এর অর্থ ডিকশনারি খুলে দেখি আমরা গননার সময় গুনি কি গুনি ১২৩৪৫৬৭৮ ৯৯৯৯৯৯৯৯৯৯|আর এক ন শব্দের অর্থ হলো নাই নাই। তার মনে ভগবান এর কোনো অস্তিত্ব নেই।|দুর্গা এবং কালি এদের বয়স তো ৩ থেকে ৪ হাজার বছর আগের তখন তো কোনো ক্যামেরা ছিল না মোবাইল ফোন ছিল না তাহলে দুর্গার ১০ হাত আইলো কোথা থেকে|আবার কালির জিহ্বা এতখানিই বাহির হইলো কোথা থেকে|আর আল্লাহ মধ্যে থেকে যে অখর বাদ দেওয়া হোক না কেন তাতেও আমার """"আল্লাহ"""" কে পাওয়া যায়",religious
ইসলাম জিন্দাবাদ আল্লাহ হু আকবার সনাতন ধর্মমের মানুষ বুঝতে শিখেছে বহু মানুষ মুসলিম হয়ে গেছে আরো হবেন ওনারা জানে ইসলাম সত্য ধর্ম আর আল্লাহ মধুর বানি আল কোরআন আপনি মানুষকে ভুল মন্তব্য দিচ্ছেন কোনো লাভ নেই,religious
যীশুর ধর্ম পৃথিবীর সব প্রান্তেই পৌঁছালো!|বুদ্ধের ধর্ম তুরান পর্যন্ত গেলো।|ইসলাম ধর্ম স্পেন পর্যন্ত গেলো।,religious
আসো আসো ইসলাম ধর্মে আসো|কারন আমাদের ধর্ম শান্তির ধর্ম|আলহামদুলিল্লাহ,religious
"আপনি কোন জ্ঞানে_ বিজ্ঞানে বলেন পৃথিবীতে একাধিক ধর্ম ও একাধিক ঈশ্বর । আমি ত দেখি একটাই ধর্ম তা হলো ইসলাম । কেননা মুসলিম জাতি ব্যতিত বিশ্বের সকল অমুসলিমরাই সৃষ্টিকর্তার নয় বরং সৃষ্টি , মানুষ ও মানুষের তৈরি মূর্তির উপাসনা করে। কাজেই বলতে চাই যাদের মাথায় শিশু শিক্ষা জ্ঞানটুকুও নেই তারাই বলে পৃথিবীতে একাধিক ধর্ম ও একাধিক ঈশ্বর।",religious
আলহামদুলিল্লাহ মুসলিম হয় জন্মগ্রহণ করেছি আমাদের সৃষ্টিকর্তা একজনই মহান আল্লাহ রাব্বুল আলামিন হিন্দুদের তো খোদার কোন অভাব নাই,religious
"নাউজুবিল্লাহ, আল্লাহ আপনাকে হেদায়েত দান করুক আমিন",religious
ইন্নাল দীনালআল ইসলাম এক মাএ মনোনিত ধ্রম হচ্ছে ইসলাম,religious
"সবচেয়ে নিকৃষ্ট ধর্ম হলো হিন্দুধর্ম,, গরুর মূত্র পান করে যে ধর্ম সেটা নাকি আবার কিসের ধর্ম হাস্যকর বিষয়",religious
আচ্ছা আপনাকে প্রণাম জানিয়ে একটা অনুরোধ রইল আমারা ওন্য কোন ধর্মে কে গেলো এত বিশ্লেষণ নাইবা কোরলাম সবার কর্ম অনুযায়ি ফল পাবো এটাইতো তাই আমরা শুধু নীজের ধর্ম কথাই শুনি তার গুনগান শুনি তার দেখানো পথ অনুসরণ করি বাকি সব তার হাতেই থাক জয় শ্রীকৃষ্ণ জয়গীতা,religious
"সৃষ্টিকর্তার প্রেরিত বা মনোনীত ধর্মই হলো ইসলাম। যারা আল্লাহকে বিশ্বাস করে, আখেরাতে বিশ্বাস করে, আল্লাহর প্রেরিত নবী ও রাসুলদের বিশ্বাস করে এবং তাদের উপর পাঠানো কিতাবের প্রতি ঈমান আনে তারাই মুসলিম। শুনে রাখুন মৃত্যু অনিবার্য এবং সঠিক পথ ও সত্যের পথ থেকে নিজেকে আড়ালে রাখলে অচিরেই যেতে হবে জাহান্নাম । এখনো সময় আছে সঠিক পথের সন্ধান করুন আল্লাহ অবশ্যই অসীম দয়ালু এবং করুনাময় তিনিই সত্যের পথ দেখাবেন ইনশাআল্লাহ ।",religious
আলহামদুলিল্লাহ আমি একজন মুসলিম হিসেবে গর্বিত কিন্তু অন্য ধর্ম কে অসম্মান করি না কারণ আমি একজন মানুষ,religious
সনাতন ধর্মের নীতি হলো পরের মসজিদ ভেঙ্গে দেব মন্দির তৈরি করা,religious
ফেরাউনের এতো খমতা ছিল জে সে নিজেকে খোদা বলে দাবি করছিল আজ কোথায় তার খমতা মিশরের জাদুঘরে একটা পাথরের মতো পরে আছে সে,religious
"সামান্য একটু জায়গাজমি কিনতে মানুষ যে পরিমাণ কাগজপত্র ঘাটাঘাটি করে, সত্যমিথ্যা পরীক্ষা করে ; আরও ধর্মের বেলায় তোমার মুখের কথায় মানুষ মেনে নেবে??? প্রমাণ নিয়ে আসো। ধর্মগ্রন্থ নিয়ে আসো।",religious
"সৃষ্টিকর্তার মনোনীত একমাত্র ধর্ম ইসলাম, প্রথম মানব আদম আলাইহি ওয়াসাল্লাম ছিলেন ইসলাম ধর্মের অনুসারী",religious
রুপ কথার গল্প দিয়ে। কখনোই ধর্মের দলিল দেওয়া যাই না। সঠিক হইলো দলিল।|সনাতন ধর্মের দলিল দেওয়ার মতো কিছু নাই।|কিন্তু ইসলাম ধর্মের ১০০% দলিল আছে।|আল্লাহ কাছে একমাত্র মনোনীত ধর্ম ইসলাম।|এবং শান্তির ধর্ম ইসলাম।|আল্লাহর কাছে লাখো কোটি বার শুকরিয়া আদায় করি আলহামদুলিল্লাহ। আমি মুসলিম ঘরে জন্ম নিয়েছি এই জন্য। এবং আমি মুসলিম।,religious
"ইসলাম ই একমাত্র মহান আল্লাহর মনোনীত ধর্ম, সত্য এবং শান্তির ধর্ম। আর যুক্তি দিয়ে ধর্ম চলে না।",religious
"সনাতন কথার অর্থই হচ্ছে এক ঈশ্বর|যিনি সৃষ্টি র এক মাত্র অস্তিত্ত|সেটা হিন্দু, মুসলিম, খ্রিষ্টান যেই বর্ণের হোকনা কেন ।।",religious
একমাত্র সত্য ও শান্তির ধর্ম সনাতন ভগবান দুনিয়ার সবর বড়ো ও মালিক । আমি গর্বিত সত্য চিরন্তন সনাতন ধর্ম অনুসারি । জয় সনাতন জয় শ্রী কৃষ্ণ জয় শ্রী রাম,religious
"এই,ইসলামি একমাত্র শান্তির ধর্ম। এই ইসলামি একমাত্র আল্লাহর মনোনীত ধর্ম। এই আবুল যদি ইসলাম ধর্ম সম্পর্কে না জানো তাহলে মন্তব্য করবেনা।সনাতন ধর্ম কোনো ধর্ম নয়।কাল্পনিক কথা সাহিত্য সংস্কৃতি কখনো ধর্ম হতে পারে না।সনাতন ধর্ম কাল্পনিক ও মানুষের তৈরি ভ্রান্ত একটি ধর্ম। সত্যকে অনুসন্ধান করো দুই ধর্মের মাঝে তাহলে বুঝবে কোনটা সঠিক ধর্ম।",religious
তোদের হিংসার কারনে ১০.০০০ হাজার হিন্দু বৌদ্ধ ধর্ম গ্রহন করছে।সবাই কে ভালোবাসা দরকার,religious
আল্লাহ পাক বলেন আল্লাহর কাছে একমাত্র মনোনীত ধর্ম হইলো ইসলাম | ইসলামই একমাত্র শান্তির ধর্ম | পৃথিবীর একমাত্র ধর্ম ইসলাম | দ্বিতীয় কোন ধর্ম নাই | আল্লাহ পাক সবাইকে বুঝার তৌফিক দান করুক,religious
সনাতন ধর্ম হচ্ছে ধোকা এবং মিথ্যা ধর্ম।|ইসলাম ধর্ম হচ্ছে গোটা বিশ্বের ভিতরে|শান্তি ধর্ম এবং সত্য ধর্ম। পৃথিবীর ভিতরে একটাই ধর্ম জান্নাতে এবং স্বর্গে জাবে।|সেটা হলো একমাত্র ইসলাম ধর্ম,religious
ইসলাম একমাত্র সত্য ধর্ম বাকি সব ভুল তোমরা ভুলের মধ্যে ডুবে আছো।,religious
দাওয়াত থাকলো শান্তির ধর্ম ইসলামে আসার জন্য,religious
হরে কৃষ্ণ হরে কৃষ্ণ|কৃষ্ণ কৃষ্ণ হরে হরে|হরে রাম হরে রাম|রাম রাম হরে হরে।।,religious
"একদম ঠিক বলেছেন, সনাতন আদি অন্ত চিরন্তন,সনাতন ধর্মই একমাত্র শান্তির ধর্ম",religious
ইসলাম ধর্মে হিন্দু ধর্মের মতো ৩৪ কোটি ভগোবান মানা হয় না ইসলাম ধর্মে এক আল্লাহ ছাড়া কাওকে খোদা বলে মানা হয় না,religious
আপনি একজন Suami তাই মনে প্রানে সনাতনী ধর্ম কে ভালোবাসেন. সাধারন অনেক মানুষ আছে যারা কিনা শুধু নামেই সনাতন ধর্ম.কাজের বেলায় ঠং ঠং.এরা মনে করে ভগবানের চেয়ে বেশি শক্তি এদের. সরাসরি প্রকাশ করে. সে নাকি ভগবানের চেয়েও বেশি শক্তিশালি. নাস্তিক এর দল,religious
ও যদি মুসলমান হতো তাইলে বুজত ইসলাম কী জিনিস আমরা নিজেকে গর্ব করি ইসলাম ধরমে জন্ম গ্রহণ করছি আলহামদুলিল্লাহ আপনারা এই মাঠির পুতুল কে সেজদা না করে এক আল্লাহ কে মানুন আল্লাহু আকবর,religious
আমার মনে হয় ইসলাম ধর্মের ভিডিওর মধ্যে কমেন্ট করার জায়গা নেই সেজন্য এখানে এসে ফালতু কমেন্টগুলো করে শান্তির ধর্মের মানুষেরা,religious
যারা মসজিদ ভেঙ্গে মন্দির করে মুসলমানদের অন্তরে কষ্ট দেয় তাদের মনে তাদের মুখে নৈতিকতা মানায় না,religious
"ঐ সালা ঠাকুর তুই চিন্তা করে দেখ, ইসলাম ধর্ম কি। আল্লাহ তাআলার তকে ইসলামের ছায়াতলে আনার তৌফিক দান করুক। আমিন",religious
শান্তির ধর্ম একটাই সেটা হলো ইসলাম আলহামদুলিল্লাহ আমি সেই শান্তির ধর্মের অনুসারী,religious
হিন্দু ধর্ম শান্তির ধর্ম হিন্দুর উপর কোন ধর্ম নেই,religious
সনাতন ধর্মের কোন ভিত্তি নেই তাই মানুষ দিন এ দিন। এ ইসলাম এ শান্তির ধর্ম এ ফিরে আসছে,religious
সনাতন ধর্মে যারা ত্যাগ করেছে তারা একদম ঠিক করেছে।উনারা ইসলাম ধর্ম গ্রহন করে জীবনকে ধন্য করেছে।,religious
সব যাচাই বাছাই করলেই সবাই বুঝতে পারবেন ইসলাম এই একমাত্র ধর্ম এবং ইসলাম ধর্মই শান্তির ধর্ম,religious
আমাদের ভারতে যেরকম শিব নেপালে যেরকম বৌদ্ধ ধর্ম এগুলো ধর্ম হল আমাদের ইসলাম তবু একটাই ধর্ম পুরো পৃথিবীতে চলে,religious
"পৃথিবীতে একটি মাত্র ধর্ম আছে সেটা হলো ইসলাম। আর বাকি গুলো মানুষের বানানো, যা তারা নিজেদের ইচ্ছা মত বানিয়েছে।",religious
"কিছুই হয় না,সবাই সনাতনী,যেমন,মামুন,সত্য,রশিদ,কানাই,বিপ্লব আর কি,ধর্মেরও ভিন্ন নাম,সনাতন,ইসলাম,খীষ্টান,বৌদ্ধ,শিখ,ইহুদী আর কি,সবাই মানুষ।",religious
"কোন ধর্ম কে ছোট করা ঠিক না।|তবে নিয়ম, শৃঙ্খলা, আদব, শান্তি, যদি কোনো ধর্মে থেকে থাকে তার নাম ইসলাম। আলহামদুলিল্লাহ",religious
মৃত্যুর সাথে সাথে যে ধর্ম জালানো হয় সেটা কি করে সত্য ধর্ম হয় দুনিয়া থেকে আজাব শুরু হয়,religious
জয় রাঁধে সত্যি ধর্ম সনাতন শান্তির ধর্ম সনাতন।।।,religious
আমার বিনীত অনুরোধ আপনি কুরআনুল কারিম রিচার্স করুন। দেখবেন সব ঠিক হয়ে যাবে ইনশাআল্লাহ।,religious
আল্লাহর একমাত্র মনোনীত ধর্ম হলো ইসলাম ইসলাম হলো শান্তির ধর্ম আল্লাহ এদের সকলকে হেদায়েত দান করুন আমিন,religious
"তুমি সনাতন এর মানে বুঝ না, হৃদয়ে তোমার পাপ জমা হয়ে আছে। সেই পাপ হইতে কি করে উদ্ধার পাবে।",religious
"আমার ভগবান কৃষ্ণ নাম এ আমার জীবন গীতা আমার জীবন তাই আমি মৃত্যু কে ভয় করি না, জয় সনাতন",religious
"সবাই জদি,বুজতো,সনাতন ধর্ম কথটা,সানতির,তাহলে মোসলিম হতো,না,হরে,কৃষ্ণ",religious
আমি নিজে হয়েছি সনাতন ধর্ম বলতে কোন ধর্মই নেই সমস্ত কিছু কুসংস্কার,religious
আল্লাহ আপনাকে হেদায়েত দান করেন আপনি কলেমা পরে ইসলাম ধর্ম গ্রহণ করেন,religious
ভূ মন্ডল বায়ু মন্ডল ইত্যাদি যাহা কিছু আছে সেগুলি কি তোমার সনাতন ধর্মের উপাদান গীতা পুরাণ মহাভারত রামায়ুন কোথায় আছে লিখা সনাতন ধর্মাবলম্বীর এই হৃদয় সাস প্রশ্বাস,religious
"পরিত্যাগ করছে তুমিও করবে, তুমিও মুসলিম হবেই ইনশা আল্লাহ।|কারন তুমি সব সময় ইসলাম ধর্মের কথা বলছো সব সময়, অতএব তুমি ইসলামে আসবেই।",religious
ধর্ম ত্যাগ করা যায় না কিন্তু|অধর্মকে বহন করা যায়----,religious
আলহামদুলিল্লাহ আমি মুসলিম,religious
অধর্মের জোর বেশি সেটা অতি দ্রুতউঠে আবার শেষ হবে জয় রাঁধে জয় রাঁধে।।।,religious
যদি পবিত্র ধর্ম থেকে থাকে তাহলে হচ্ছে আমাদের সনাতন ধর্ম আর সমস্ত ধর্মই মিথ্যা বলো না রাধে রাধে,religious
অনেক জ্ঞানের মহান অধিকারী আপনি দাদা সনাতন ধর্মের গর্ব,religious
জয় শ্রী রাধে শ্যাম সুন্দর জয় নিতাই গৌড় সুন্দর জয় শ্রী রাধে রাধে প্রভু,religious
"যে নামেই ডাকি সব ভাল নাম সৃষ্টিকর্তার।|প্রশ্নঃ সৃষ্টিকর্তার সংজ্ঞা কী?|সর্বশক্তিমান স্রষ্টা কে?|অথবা ইশ্বর কাকে বলে?|অথবা পরমেশ্বর বলিতে কী বুঝ?|অথবা আল্লাহর সংজ্ঞা কী?|উত্তরঃ পবিত্র কুরআন এর ১১২ নাম্বার সুরা৷|সূরা ইখলাস বাংলায়।|উচ্চারণ:০১। ক্বোলহুআল্লাহু আহাদ্‌। ০২।আল্লাহুস্‌ সামাদ। ০৩।লাম্‌ইয়াইলদ্‌ ওয়ালাম্‌ইয়ুলাদ্‌ ০৪। ওয়ালাম ইয়াকুল্লাহু কুফুয়ান্‌ আহাদ।|অর্থ:-০১ হে মোহাম্মদ(সা:)বল,আল্লাহ্‌ অদ্বিতীয়(এক)। ০২।আল্লাহ্ কাহারও প্রত্যাশী নহেন। ০৩। তিনি কাহাকেও জন্ম দেন না এবং তিনি কাহারও জাত নহেন। ০৪। এবং কেহই তাঁহার সমকক্ষ নেহ।|শানে নুযুল: একজন কোরাইশ হযরত রাসুল(সা:) কে জিগগাসা করেন যে,আপনার আল্লাহ্‌তায়ালার সিফ্‌ত বর্ণনা করুন। তাহার উত্তর স্বরুপ এই সুরা নাযিল হয়(বোখারী)। এই সূরায় আল্লাহুর যে সকল সিফ্‌ত ও শক্তির বর্ণনা হইয়াছে,তাহা আল্লাহ্‌ ব্যতীত অন্য কাহারও প্রতি ব্যবহৃত হয় না।এই জন্য সূরার নাম ইখ্‌লাস অর্থাত “পৃথককারী” সূরা হইয়াছে(কোন বস্তকে অন্য বস্তু হইতে পৃথক করা হয়)।এই সূরা দ্বারা আল্লাহ্‌র মহিমা ও শক্তিকে পৃথক করা হইয়াছে। তিনি কাহাকেও জন্ম দেন না, জন্ম দিলে তাঁহার স্বভাবে সহজাতীয় দোষ দেখা দিত। তিনি কাহার দ্বারা সৃষ্ট হন নাই,এইরুপ হইলে তাঁহাকে নিজের সৃষ্টির জন্য অন্যের উপর নির্ভর করিতে হইত ও তিনি ন্যায় পরায়ণ মহা বিচারক হইতে পারিতেন না। তিনি স্বয়ং নিরপেক্ষ এবং সমস্ত বিশ্বজগত তাঁহার মুখাপেক্ষী। এই সূরা দ্বারা আল্লাহ্‌র তৌহিদ “একত্ব” ঘোষনা করা হইয়াছে, অন্য প্রাণী বা বস্তুর ইবাদতকে বাতিল করা হইয়াছে।আল্লাহ্‌ তায়ালার একচ্ছত্র সিফ্‌ত ও শক্তির বর্ণনা এবং শির্‌ক্‌কে মিথ্যা ঘোষনা করা হইয়াছে বলিয়া এই সূরার ফযিলত অত্যন্ত বেশী হইয়াছে। এই সূরা ঈমানের মূল ভিত্তি। ইহার প্রিত দৃঢ় বিশ্বাস না থাকিলে ঈমানদার হওয়া যায় না ও শেরেকী প্রসার লাভ করে। এই ভিত্তি অবলম্বন করিয়াই আল্লাহ্‌তায়ালার অন্যান্য সিফ্‌তের বিকাশ হইতেছে। ইহা কোর্‌আনের এক তৃতীয়াংশের সমান।যে এই সূরা পাঠ করে,আল্লাহ্‌ তাহাকে অতি প্রিয় জ্ঞান করেন।|বিশেষ দ্রষ্টব্য:সত্যকে মেনে নেওয়া , না মেনে নেওয়া আপনার বিষয়।",religious
"সত্য যখন সামনে আসে মিথ্যা তখন ধ্বংস হয়ে যায়, এখন মানুষ মিথ্যে গল্প শোনেনা সত্য জিনিস খুঁজে, আল্লাহর কাছে একমাত্র মনোনীত ধর্মের নাম ইসলাম ধর্ম।",religious
"আমি মরি যাবো কোনো দিন ,ইছলাম ধর্ম ত্যাগ করতে পারবো না ।",religious
বাস্তব সত্যি কথা পূর্বপুরুষ সবাই ছিলো হিন্দু এখন বিভিন্ন ধর্ম হয়েছে|হরে কৃষ্ণ,religious
সত্যের অনুসরন করুন মিথ্যার নয়।|আল্লাহর অনুসরন করুন এবং স্বর্গে চলুন।|মিথ্যার অনুসরন করবেন্না। নরকে যেতে হবে|আল্লাহু আকবার,religious
"তোর চেয়ে বড় বড় পন্ডিতরা আজ ইসলাম গ্রহন করছে,কারন তারা জানে পৃথিবীতে একমাএ শান্তির ধর্ম হচ্ছ ইসলাম।",religious
ক্ষনিকের জীবন শেষে পরকালে আজীবন শান্তি পেতে হলে অবশ্যই মুসলিম হতে হবে,religious
"দলিল ছাড়া বক বক করে কোনো লাভ নেই,,,,, মানুষ সত্যি যানে,,",religious
স্বামীজি আমি যা কথা বলেছেন এটি ইতিহাসের শাস্ত্র সম্মত কথা এটা সত্য কথা এই কথাগুলো যারা কটুক্তি করবে তারা মূর্খ হরে কৃষ্ণ,religious
"এই আধুনিকতার যুগে যারা গরুর পায়খানা, পেশাবকে পানীয় হিসেবে গ্ৰহন করে প্রানী মা বলে তাহলে ষাড় কি বাবা, লাশকে এভাবে আগুনে পরে এটা কখনো মানবতার ধর্ম হতে পারেনা,",religious
"হে গোবিন্দ গো তুমি একটু কৃপা করে,,|সকল,, কৃষ্ণ ভক্তেদের , রক্ষা করো|জয় রাধে রাধে,,, হা গোবিন্দ,,, হা কৃষ্ণ,,, হা দিনোদয়াল,,,,",religious
জারা সইতান দরম বাদ দিচ তারা বেসে গেস,religious
"ইসলামী একমাত্র শান্তির ধর্ম,, মাসাআল্লাহ আমি একজন হিসেবে জন্ম গ্রহন করি ধন্য "" আলহামদুলিল্লাহ""""!",religious
"কুসংস্কার মূর্তি পূজা বাদ দিয়ে শান্তির ধর্ম ইসলাম ধর্মে গ্রহণ করুন, লা ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম",religious
একদম ঠিক কথা বাবা সনাতন হয়ে হিন্দু হয়ে খ্রিস্টান মুসলিম হয়ে যাচ্ছে,religious
যারা সনাতন ধর্ম ত্যাগ করেছে ভাই সবচেয়ে ভালো করেছে আলহামদুলিল্লাহ,religious
সত্যকে বিশ্বাস করলেইতো সনাতনকে ত্যাগ করা হয়ে যায় এবং মুসলিম হয়ে যায়,religious
সনাতন বলতে কোন ধর্ম নেই আললাহর মনোনীত ধর্ম ইসলাম বাকী সবগুলো বিদ আত,religious
ইসলাম পৃথিবীর সর্বোচ্চ ধর্ম উচ্চ ধর্ম ইনশাল্লাহ,religious
"লক্ষ লক্ষ মানুষ , ইসলাম ধর্ম গ্রহন করেছে। ইসলাম ধর্মই সত্য ধম ।",religious
ইসলাম ধর্ম ছাড়া অন্য ধর্ম বানানো ইসলাম হল মহান রবের মনোনীত ধর্ম ৷,religious
ভগবান যদি সবার মাঝে থেকে থাকে|তাহলে সবাই নিজেকে ভগবান দাবি করতে সমস্যা কী? সবাই যদি ভগবান হয় অন্যের পূজা করবে কেন?,religious
সনাতন ধর্মের ভাইদের কাছে একটা প্রশ্ন। তোমাদের ধর্মে ও শক্তিমান ঈশ্বরের নাম কি? এবং তোমাদের নেতার নাম কি ?,religious
যারা শিক্ষিত জ্ঞানী এবং বুদ্ধিমান তারা ইসলাম ধর্ম গ্রহণ করে,religious
"লাইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুলুল্লাহ সাঃ ,,, আল্লাহ আকবর,, রাসুল আমিন",religious
আল্লাহ পাকের পবিত্র কুরআন শরীফের মধ্যে প্রমাণ আছে যে পৃথিবীর বুকে যত ধর্ম আছে একমাত্র ধর্ম হলো দ্বীন ইসলাম আর এটাই সঠিক,religious
আল্লাহ আমাদেরকে শেষ জামানার ফেতনা থেকে বাঁচার তৌফিক দান করুন ।,religious
ভাই আপনি ওরে প্রমোট দিলেন।আপনার অজান্তেই।পারলে এটা ডিলিট করেন।,religious
"আল্লাহ তায়ালা আমাদেরকে ঈমান নিয়ে কবরে যাওয়ার তৌফিক দান করুন ,,,,আমীন!!!",religious
"হাদিসে এসেছে, 'শেষ যুগে ঈমান ধরে রাখা হাতে জ্বলন্ত কয়লা হাতের মধ্যে ধরে রাখা হতে কঠিন হবে'। -তিরমিজি-২২৬০|সেই সময়টা কি এখনও অনেক দূরে?|আল্লাহ সুবহানাহু ওয়া তাআলা আমাদের ঈমানের হেফাজত করুন। প্রত্যেক বাতিলকে বাতিল বলার সৎ সাহসে আমাদের হৃদয়কে পূর্ণ করুন।",religious
আমাকেও একজন খ্রিস্টান লোক এসে দাওয়াত দিতে এসেছিল।|পরবর্তীতে উনার কথাবার্তা থেকেই আমি কিছু প্রশ্ন করে আটকে ফেলি।|আলহামদুলিল্লাহ। আমি তেমন জ্ঞানী না তবুও নিজ স্থান থেকে চেষ্টা করে যাচ্ছি। আল্লাহ যেন আমাদেরকে হেফাজত করেন।,religious
সুন্দর ভাবে বিষয়টা উপস্থাপন করার|জন‍্য অসংখ্য ধন্যবাদ ভাই আপনাকে।,religious
সব থেকে কস্ট লাগে তখন যখন কোন মুসলমান আর কোন মুসলমানকে সাহায্য করে না,religious
ভাই আপনার হূডি সামনের লোগোটার নাম কি??|আমার যতটুকু ধারনা এটা ইলুমিনাতির লোগো।|আমার যদি ভুল হয় কোথাও তো আমাকে একটু জানাবেন।,religious
